LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
10489.9161	10727.6227	10439.2638	11011.9001	10292.3615	10549.0203	10421.7762	10098.5555	-0.1154
10458.0759	10677.5856	10332.4082	10859.7914	10237.0725	10426.4678	10372.9823	10049.3456	-0.1328
10392.2860	10715.5157	10357.3780	10958.4419	10236.8979	10481.1564	10410.1540	10081.1384	-0.1498
10362.0990	10674.5155	10366.4821	10963.1036	10211.0004	10429.0184	10379.8334	10045.7605	-0.1663
10362.7913	10659.4906	10363.5349	10944.9552	10209.3725	10469.1821	10405.2134	10078.5653	-0.1821
10342.0912	10610.2700	10392.1960	10959.3296	10173.4713	10412.1623	10404.4104	10082.2302	-0.1972
10309.5331	10617.7691	10344.4038	10947.4572	10173.8088	10381.7743	10363.5341	10041.2475	-0.2115
10293.7989	10548.9753	10290.4519	10851.6970	10153.3250	10340.0406	10296.6663	9940.9279	-0.2250
10312.4601	10503.4331	10163.9372	10694.8359	10147.5138	10274.2627	10243.8477	9875.1141	-0.2377
10326.3195	10541.5979	10217.1562	10719.3323	10149.7470	10311.5455	10313.4035	9927.3721	-0.2497
10333.1949	10609.7394	10282.3429	10823.6774	10167.9165	10413.3931	10356.0640	10030.5745	-0.2601
10414.1976	10653.5720	10375.6581	10936.3671	10203.6262	10437.2199	10407.6417	10098.5633	-0.1686
10448.6261	10718.4283	10363.1554	10967.0213	10245.4428	10507.3218	10453.4798	10110.3617	0.1334
10476.6177	10698.2315	10417.2111	10980.9565	10279.3511	10508.4942	10445.3969	10136.0878	0.4161
10458.5218	10712.7703	10402.7445	10986.8007	10276.7950	10517.9496	10438.3010	10108.3704	0.5641
10435.4641	10681.1824	10395.9803	10969.0410	10258.1352	10480.8370	10459.8280	10125.5735	0.6074
10443.5862	10689.3825	10435.5783	10947.6783	10262.8830	10483.3570	10388.7788	10097.8482	0.5952
10480.8113	10790.0949	10494.4784	11049.5235	10274.9233	10559.7875	10481.2282	10141.6542	0.5617
10494.5772	10802.7566	10476.7182	11079.9759	10309.4439	10567.5016	10481.6974	10122.5242	0.5267
10508.5695	10724.4034	10425.9053	11021.8561	10281.2369	10554.6025	10440.0588	10114.9417	0.4981
10474.0145	10747.3956	10437.7259	11033.4199	10288.3935	10535.9375	10443.3858	10142.7679	0.4760
10422.7320	10682.5380	10398.4068	10945.6109	10236.3356	10477.2036	10436.3575	10122.9360	0.3586
10340.2414	10645.2183	10295.0920	10891.7782	10116.2989	10478.1206	10372.1652	10073.4198	0.0369
10365.8398	10625.6242	10288.1540	10908.6855	10170.8752	10496.0415	10411.1566	10043.0500	-0.2604
10289.3395	10668.4196	10326.1340	10851.9680	10122.8437	10432.1941	10386.6112	10074.9116	-0.4208
10247.5413	10571.2679	10309.6869	10859.4272	10080.6808	10328.2902	10299.1270	10011.2825	-0.4765
10231.9727	10602.1355	10324.7003	10826.4604	10080.2265	10311.5073	10285.3873	9941.3579	-0.4770
10312.7452	10674.0594	10391.4544	10944.8321	10151.0117	10388.9076	10333.5010	10030.4861	-0.4545
10325.6926	10653.2319	10385.8723	10948.0575	10167.2554	10360.3540	10382.0006	10036.7541	-0.4282
10380.2347	10606.3503	10299.5654	10939.4920	10196.6450	10379.7335	10391.7991	10076.1483	-0.4074
10376.3165	10598.0848	10219.9142	10869.1864	10209.0979	10274.0442	10262.9170	9954.3454	-0.3938
10365.6024	10679.8241	10298.0684	10831.8266	10196.0727	10395.1250	10282.6743	9980.2926	-0.2855
10412.0681	10725.1916	10400.4429	10891.9623	10227.2958	10481.3682	10414.5296	10057.7233	0.0284
10469.2095	10717.5838	10432.1412	10980.8457	10288.9839	10506.6727	10476.2250	10084.8933	0.3201
10500.3808	10722.3746	10448.0197	10976.4682	10294.0025	10510.9412	10472.7921	10132.0150	0.4755
10490.8414	10696.3979	10471.7720	11040.9192	10317.8908	10541.9476	10486.8533	10174.9389	0.5252
10461.0119	10668.4033	10407.7570	11004.5509	10281.2886	10526.4816	10405.4492	10142.5923	0.5191
10421.6308	10643.4307	10371.5328	10954.5667	10224.8828	10434.8342	10415.4011	10038.3140	0.4912
10438.9958	10666.5803	10383.9471	10931.2588	10254.2747	10464.4481	10453.9447	10119.2491	0.4615
10420.5152	10715.8540	10434.7176	10928.6237	10238.2275	10510.4566	10454.5981	10097.2781	0.4378
